358204,358208,4.1,abc,11
358209,358210,4.1,abc,11
358211,358214,4.1,abc,02
358215,358219,4.1,ab,11
358220,358224,4.1,ab,00
358225,358229,4.2,ab,11
358230,358234,4.2,ab,02
358235,358237,4.2,ab,11
358238,358241,4.2,ab,00
358242,358246,4.3,ab,11
358247,358249,4.3,ab,02
358250,358254,4.3,ab,11
358255,358258,4.3,ab,00
358259,358262,4.4,ab,11
358263,358265,4.4,ab,02
358266,358270,4.4,ab,11
358271,358274,4.4,ab,00
358275,358279,4.5,abc,10
358280,358281,4.5,abc,02
358282,358286,4.5,abc,00
358287,358291,4.6,ab,11
358292,358295,4.6,ab,02
358296,358301,4.6,ab,11
358302,358306,4.6,ab,00
358307,358309,4.7,ab,11
358310,358313,4.7,ab,00
358314,358317,4.8,ab,11
358318,358321,4.8,ab,02
358322,358325,4.8,ab,20
358326,358330,4.8,ab,11
358331,358333,4.8,ab,11
358334,358336,4.8,ab,00
358337,358339,4.9,abc,02
358340,358344,4.9,abc,11
358345,358349,4.9,abc,00
358350,358354,4.10,abc,02
358355,358359,4.10,abc,11
358360,358365,4.10,abc,00
358366,358369,4.11,abc,02
358370,358374,4.11,abc,11
358375,358380,4.11,abc,00
358381,358384,4.12,ab,02
358385,358388,4.12,ab,00
358389,358391,4.13,abc,11
358392,358394,4.13,abc,02
358395,358397,4.13,abc,00
358398,358400,4.14,abc,20
358401,358403,4.14,abc,11
358404,358407,4.14,abc,02
358408,358410,4.14,ab,11
358411,358414,4.14,ab,00
358415,358416,4.15,abc,11
358417,358419,4.15,abc,02
358420,358423,4.15,abc,00
358424,358428,4.16,ab,11
358429,358432,4.16,ab,02
358433,358436,4.16,ab,11
358437,358440,4.16,ab,00
