358844,358847,7.1,a,--
358848,358852,7.1,b,--
358853,358857,7.1,c,--
358858,358861,7.1,d,--
358862,358867,7.2,a,--
358868,358869,7.2,b,--
358870,358873,7.2,c,--
358874,358876,7.2,d,--
358877,358880,7.3,a,--
358881,358884,7.3,b,--
358885,358887,7.3,c,--
358888,358891,7.3,d,--
358892,358896,7.4,a,--
358897,358898,7.4,b,--
358899,358903,7.5,a,--
358904,358907,7.5,b,--
358908,358910,7.5,c,--
358911,358915,7.5,d,--
358916,358918,7.5,e,--
358919,358923,7.6,a,--
358924,358929,7.6,b,--
358930,358934,7.6,c,--
358935,358939,7.7,a,--
358940,358943,7.7,b,--
358944,358948,7.8,a,--
358949,358952,7.8,b,--
358953,358956,7.9,a,--
358957,358959,7.9,b,--
358960,358967,7.9,c,--
358968,358973,7.9,d,--
358974,358979,7.10,a,--
358980,358984,7.10,b,--
358985,358987,7.10,c,--
358988,358993,7.11,a,--
358994,358998,7.12,a,--
358999,359002,7.12,b,--
359003,359006,7.13,a,--
359007,359011,7.13,b,--
359012,359014,7.13,c,--
359015,359017,7.13,d,--
359018,359022,7.13,e,--
359023,359026,7.14,a,--
359027,359031,7.14,b,--
359032,359034,7.14,c,--
359035,359037,7.14,d,--
