5.1,358441,358445,ab,13,S.Sa
5.1,358446,358449,ab,11,S.Sa.C.Ca
5.1,358450,358453,ab,11,S.Sa.C.Ca
5.1,358454,358457,ab,02,S.Sa.C.Ca
5.1,358458,358459,ab,11,S.Sa
5.1,358460,358463,ab,00,N
5.2,358464,358468,abc,02,Hv
5.2,358469,358471,abc,20,S.Sa
5.2,358472,358477,abc,11,N
5.2,358478,358481,ab,11,C.Ca
5.2,358482,358484,ab,00,C.Ca
5.3,358485,358487,ab,11,S.Sa.C.Ca
5.3,358488,358489,ab,02,S.Sa.C.Ca
5.3,358490,358492,ab,10,S.Sa.C.Ca
5.3,358493,358494,ab,00,S.Sa.C.Ca
5.4,358495,358500,ab,11,S.Sa.C.Ca
5.4,358501,358504,ab,0,S.Sa.C.Ca
5.5,358505,358510,ab,02,Hv.S.Sa
5.5,358511,358514,abc,20,C.Ca
5.5,358515,358518,abc,11,N
5.5,358519,358522,abc,00,P.Pa
5.6,358523,358526,ab,11,S.Sa.C.Ca
5.6,358527,358530,ab,02,N
5.6,358531,358534,abc,11,S.Sa
5.6,358535,358538,abc,11,N
5.6,358539,358542,abc,00,N
5.7,358543,358550,ab,10,S.Sa
5.7,358551,358552,ab,02,N
5.7,358553,358557,ab,11,N
5.7,358558,358560,ab,00,P.Pa
5.8,358561,358562,ab,10,C.Ca
5.8,358563,358564,ab,02,C.Ca.P.Pa
5.8,358565,358568,abc,11,S.Sa.C.Ca
5.8,358569,358571,abc,11,C.Ca
5.8,358572,358575,abc,00,C.Ca
5.9,358576,358579,ab,11,C.Ca
5.9,358580,358584,ab,02,C.Ca.P
5.9,358585,358588,ab,11,C.Ca
5.9,358589,358591,ab,00,C.Ca
5.10,358592,358595,ab,11,S.Sa.C.Ca
5.10,358596,358598,ab,00,S.Sa.C.Ca
5.11,358599,358601,abc,02,Hv.S.Sa.C.Ca
5.11,358602,358603,abc,11,S.Sa.C.Ca
5.11,358604,358607,abc,00,S.Sa.C.Ca
5.12,358608,358613,abc,02,Hv.C.Ca
5.12,358614,358617,abc,11,C.Ca
5.12,358618,358620,abc,00,C.Ca
5.13,358621,358625,ab,11,C.Ca
5.13,358626,358627,ab,02,C.Ca.P.Pa
5.13,358628,358629,ab,11,C.Ca
5.13,358630,358632,ab,00,C.Ca
5.14,358633,358635,ab,11,C.Ca
5.14,358636,358639,ab,02,C.Ca
5.14,358640,358642,ab,11,C.Ca
5.15,358643,358644,ab,00,C.Ca
5.15,358645,358647,ab,11,C.Ca
5.14,358648,358651,ab,02,C.Ca
5.15,358652,358655,ab,11,C.Ca
5.15,358656,358659,ab,00,C.Ca
5.16,358660,358661,ab,11,S.Sa.C.Ca
5.16,358662,358664,ab,02,S.Sa.C.Ca
5.16,358665,358669,ab,11,N
5.16,358670,358671,ab,00,Sa.C.Ca.P.Pa
